book_id,review_content
33361546,╰┈➤ 𝓶𝓲𝓷𝓭𝓯*𝓬𝓴 𝓼𝓮𝓻𝓲𝓮𝓼 𝓫𝓸𝓸𝓴 𝓯𝓸𝓾𝓻4.5/5 ★’s⁀➷i no longe
102095,Smith is better than Lovecraft. There. I said it. 
8652190,"I'm sorry, but I've had just about enough of HoN. "
12948,Turn of the Screw is a pretty cool story. It's abo
16100972,"Rafe has already ""come out"" as being gay. His pare"
35398627,"This was so, so good."
1434105,"A fun little read/listen, perfect for St. Paddy's "
20579287,There's no way it just me thinking thisI can't wai
5289,So essential it's not even funny. Not a better wri
38225791,"Can confirm that this book does, in fact, exist."
2866413,"3.5 starsThis was better than I remembered, but ma"
1753685,An excellent book of short stories. Wolff shows us
143534,2018 update: I read it again. And got misty-eyed a
5989059,This book was awful and I was pretty relieved to h
765306,Baum's work is often cited as the point where chil
5726135,We saw Clive Blake performing some of his poetry a
6628,Was it anEGGcident…orcold-yokedmurder?WhenHumpty D
18052969,"Let me begin with this: there is some interesting,"
820461,"The Greek Myths, Robert GravesThe Greek Myths (195"
31351689,I can’t think about Owen. I can’t attach his name 
169959,Another fun read from Feist. It started out a bit 
6665671,I have been lucky enough to read a LOT of great bo
4588949,"Okay I know this has taken me forever, but this bo"
577272,A fun fantastical story with marker drawings as il
6527841,"No, it's not quite the same as the other books.And"
16101128,5 FREAKY ALIEN STARS!The first 4 waves were okay b
257110,"Like many people, I associate thistles with the Sc"
22864842,$1.99 today on Amazon!Definitely one of the Top 10
30262,"Actual rating: 3.5 stars.Well well well, would you"
384311,Lomborg looks at global warming and the proposed s
24934065,3.75Review on my channel to come!
295305,when you get that feeling of sadness when you fini
45108,Fool's Fate(Realm of Elderlings #9 Tawny Man #3)Th
16696,After ploughing through read-ups on Michael Chabon
863118,The Chatham School Affairis an award winning novel
46164,"“I don't ask you to love me always like this, but "
7285498,With a refreshing new take on the lately popular A
40914165,"When I finished this book, I thought it was such a"
10569,There's this magic thing that happens sometimes: I
119389,The pages just flew by and I realized the book was
2595347,First in a series depicting the creation of Israel
3755250,Notes(since the book is unsummarizable)1. Deeply t
7488244,Got to rate a 5 for my own book!
156723,Counter-Clock World is an expansion of Philip K. D
303837,If you visit Honduras and just drive along the mai
52339313,"yeah i cried, and?"
301282,"Short, incomprehensible, and utterly bizarre. High"
14924674,A woman is singing in the valley. The shadows fall
10600242,"If you have even slight feminist beliefs, or if yo"
93750,This is my favorite book in the Royal Diaries Seri
382450,Abner March looks strangely like George R.R Martin
22090082,Things have gone from bad to worse for the Winters
8146619,"Updated May 15, 2018: RIP, Tom Wolfe... reading th"
230138,"A very informative, short and human story of an on"
58080310,I love Damon Motherfucking Torrance.
99107,Delightful! The first time I've ever read it! This
49234,Original review: The audience called for an encore
48502633,‘A dead human body in the woods’There is something
23511763,I have seen the Jane Wyman and Rock Hudson movie s
18077875,All 272 pages of this book could have been condens
158446,Blood! Blood ! Blood! Captain Blood the fiercest p
72294,I love the idea of putting beauty into daily routi
91981,This review is a copy of the transcript of my vide
2041754,I thoroughly enjoyed this book. Advertised as a “n
125965,Ghost Road BluesBy Jonathan MaberryMaberry is alwa
1930941,"I recommend, but with a warning. The vast majority"
25405,"A sweet story with beautiful thoughts and ideas, b"
821003,This book was written about 100 years ago in 1924.
133518,I first bought The Things They Carried at the Brui
957923,When I saw the cover of „Something Beautiful” writ
7244,“The forest eats itself and lives forever.”Image: 
32432,Koontz Group Read September 2017Second read - 2017
355190,"The following is a true story:Me, in a San Fransci"
44150974,"Marking as read, since the book is FINALLY done! C"
33441,"After completingFluke, I started to envision this "
3188580,This is the first time that I've written the kind 
4386504,Irene Watson's pretentious life could go no furthe
478146,"[Original review, May 4 2012]Amazing revelations! "
30228,Micah is a very interesting character. As I’ve alr
43877,"""The monk who sold his Ferrari"" can be called as l"
170619,A little girl is kidnapped at age four. Two years 
38212843,I loved this novel. For those that enjoy a timeles
99664,”They saw the white china knob of the handle slowl
775972,The last book was intense! Morgan is mourning her 
98048,Susan Vreeland fairly faithfully follows and recou
60743324,"Imagine Patrick Rothfuss writing a Dan Brown book,"
84136,I couldn't wait to finish this book... but for all
32825168,This third volume is Morris’ masterful The Silistr
56978089,I am an avid tea drinker and this book is purely a
32940857,This has been out for over a month now and I haven
7715664,Sin has been a very very unlucky girl.Being the on
22842297,"Fast-paced, enjoyable thriller with a tiny dash of"
13089710,My first ever 1 star review. Well done 'The Kill O
15835031,I have THOUGHTS on this book. What I loved: how re
9858081,It's a classic of English humor and always so refr
68453,"""I mistook stars reflected in a pond at night for "
4806,LongitudefromDava Sobelis a fascinating account of
304957,There is little better than the collected Spicer. 
39964740,“Liber vos liberabit - The book shall set you free
11149975,DEADLY INTENT is the fourth book in the Anna Travi
123271879,I always loved it when an author managed to captur
2343374,The Tyranny of WordsThe book was first published i
8686068,This is one of the best crime novels I ever read.N
46623,"A long time ago, in a galaxy far far away, during "
310612,"I know I'm out on my own on this one, but I detest"
98665,"Aha, Ilovedthis book when I was ten or eleven when"
9637479,5+ stars – Paranormal RomanceA-M-A-Z-I-N-G! This t
55525261,Powerful and unapologetic. Meier has successfully 
131593,This is a terrible book about terrible people who 
15818362,Perhaps the most horrifying thing aboutInto the Da
6411961,I don’t get all the haters of the Dan Brown books.
7726143,What’s exciting about theStefan’s Diariesseries is
129616,Re-read for me.I.LOVED.IT.Every single bit of it .
16034964,I absolutely loved this book. One of the few reads
65112,"Okay, rant time.I've spent the last few weeks read"
732482,4.25 ⭐Absolutely loved it!!!!GENRE - FICTION - KID
184850,"First, I'm going to apologize in advance for my re"
3307144,It's really a shame that these books are classifie
15733738,Omg I read the excerpt. My friends our Gypsy has g
35440465,"I received a copy from Netgalley, in exchange for "
11275,Y'know what? I give up. I'm never going to finish 
6917952,I really don't know why I keep reading these books
353,(Read the other reviews for plot summaries. No poi
25855082,I received this in the mail today having won it in
299215,"I could be wrong, but surely not even the greatest"
285209,"2.5 stars forThe Hob's Bargain,written in 2001 by "
77661,Perhaps the oddest and best mystery ever written. 
41021967,eventually we all have to weigh what we want more:
373607,"5 STARSYes, I’m going to say it again… absolutely "
96110,"""I'd rather smell French shit for fifty years than"
18869975,The problem with the book is that these three sibl
1383945,"""imagination is not to avoid reality, nor is it de"
51475363,Looking back as an adult on his teenage years Arye
11226926,I read some of the classic Machen stories decades 
2278369,Review from my blogcybermage.seIf Infoquake was cy
40948385,Wow. This book. Harlan Coben would be proud!This b
17333324,Ann Leckie's series drops us right into a universe
24912,I wouldn't wish this upon my most vilest of enemie
36672988,"(My amazing friendCourtney, atCurly Book Owl, gave"
34189556,My reviews can also be seen at:https://deesradread
72223,Informative and superbly written account of the en
11768,A COVID-ERA MEDITATION: BEGUN IN FEB 2020...It’s b
3756794,"Ok summary, I liked the excerpts from the text"
19288043,As seen onThe ReadventurerI am givingGone Girl3 st
5597641,4 StarsI’m totally digging this sci-fi setup with 
15811554,This is such a phenomenal- interesting - page -tur
51591,Twisted sentences etched on youthful skin; sex and
25733983,So as someone currently going for her PhD in Bioph
7204588,If you haven't read and of Adriana Trigiani's book
6481245,Breed Warrior KadeSpecial ability: Connection with
67337,"Chapter 1 ""Current Tendencies"": Mr. Russell begins"
3721474,"The Star Realm (Avalon Trilogy, #1) Julie Elizabet"
124942911,GreatThis is a fabulous story and I thoroughly enj
2363802,There were a lot ofSecret Historycomparisons befor
179609,This is the second book I’ve read by Lenin. This o
415412,What a delightful story! Mister Major is able to s
422728,"Omg! I did it! Only took me 16 years, but I finall"
89798,This was a typical Stine storyline with many twist
270804,"In one of the episodes of the Simpsons, Bart had t"
3056685,"Bernie, Bernie, how do you get entangled in all th"
251762,The Purpose of FamilyAt least since the novels of 
102868,"Who's the better detective: Sherlock Holmes, or me"
20829994,FINISHED THIS AND LOVED IT! Here's my review:https
60049861,Cashel Greville Ross was born somewhere in Scotlan
165035,I love reading pioneer novels; books about hardy p
93246,"Is Barry Hannah unjustly forgotten? I don't know, "
124983012,"Burning Evidence, the fourth installment in the Sm"
117930,What an exquisite little gem this book is. I have 
1347837,"""There must only be two, No more and no less.""- Da"
138995,‘Monsignor Quixote’ (1982) by Graham Greene is a c
6609125,This book by Side Real press is part of an ongoing
285011,I did not realize that this was an inspirational r
52578297,Everybody probably knows the premise of this book 
9503,There is an anonymous quote in the preface that re
6240223,"The premise of this book was really interesting, b"
4371507,The Age of Wonderis a book I have savoured over ma
1840511,"Please stop writing, Mr. Palahniuk."
2021816,"3.5/5 starsIt's Death Note, of course it’s great.D"
13658,"The short version:Plot schmot, do you really think"
894056,This book was recommended to me after my husband h
25489025,I am my own worst enemy.I am the one who eats all 
748877,The title story is a dark psychological tale of av
18770398,"i no longer want to interact with this review, so "
10327303,If there was ever a Young Adult book written almos
27265224,Another lovely book by Amit Ray. Clarity and simpl
2543866,Yikes! The unthinkable happens (and when you think
2954411,Edit: the pedophile I'm talking about in my review
1861525,There is a scene roughly midway through this when 
77837,"Overweight, beleaguered Morgan Leafy, a minor offi"
6444492,What is the moral equivalent of war?Solnit’s book 
30555488,"3.5 stars“All men are created equal, unless we dec"
45370,Stuart and Oliver were good friends in London; emp
55773277,Dragons Don’t Dance by Jennifer Carson is a cute b
105552,This one is a read out-loud book! I LOVE THOSE! I 
11514260,This is the old cover that I'm talking about in my
227350,"ShortcomingsA bit short, but great.This was exactl"
63387762,This is one of the best literary debuts I’ve ever 
397503,"A""playful, social satire""I find quite distasteful!"
17228896,Ukrainian:Місто; English:The CityThis Ukrainian cl
6545536,"Suspense, mystery and murderous families. What mak"
199549,Get out your man card and start punching:- go on a
50659469,"Rating: All the stars in the universe""I needed not"
76683,First published in 1982 almost 30 years after the 
34066798,Tears were streaming down my face the last several
30312855,•Books With FriendsJuly pickOkay wow this is a new
12180581,Review for this book is below the PSA. The PSA doe
7201,"My second book by Mr. Archer, and once again it wa"
218427,Kind of the same as Pohls´ cooperation with Kornbl
455930,Lee Child’s Jack Reacher books are to the action t
23209924,Adult science fictionBacigalupi is the master of e
19134,Read this instead of Haight's Righteous mind for a
13094181,Un livre acheté parce que je cherchais des livres 
40669887,Read this book to meet the father and the rest of 
3010643,Life is not a bed of roses for Leah who grows up i
11468377,This is a fascinating book. Reading this book mean
42692,Historical fiction by Leon Uris first published 19
33600,"Like Marmite, or Vegemite - another Australian exp"
360259,I'm going to start with a warning -this is probabl
1412138,I'm just going to put this on all Mercy books beca
2795053,"2.5 starsThis is one was fast-paced and cool, but "
3416337,This book is hilarious! A princess that turns into
10913,Jodi Picoult is an author I keep returning back to
441740,"Hungry Hill, Daphne du Maurier (1907 - 1989)Hungry"
16033902,How do I hate thee? Let me count the ways:“Eyes.” 
15836,5 stars !...One of the wisest and most beautiful b
37903770,Retelling and thereby pimping the original stuffLi
97782,me and this book have a lot in common (we think th
588138,"The Divine Aesthetic of HopeWritten in 1948,Hero W"
13228140,Vote: ☆☆☆1/2Storyline: ☆☆Story synopsis: Super Vil
23317538,Transformative. This book is a way with handling e
1040722,This is not the first time that I am going to say 
37116468,This book was very exciting and quite unpredictabl
36600950,"Unexpectedly brilliant. Interesting plot, intrigui"
2278298,"Gosh, I'm mad at this pair of immature kids in adu"
261601,A Good Scent from a Strange Mountainwas a beautifu
96081,"I loved this book, and the ending would have had m"
9634643,"A story for teachers, students, dancers, actors, h"
781110,"In 1793, Philadelphia, PA was the largest city in "
3047850,"Wicked (Pretty Little Liars #5), Sara ShepardForme"
1132279,So with regard to Max Frisch's 1958Biedermann und 
13927,The second instalment in the Sevensweaters* series
15131305,This is the anti-travel book. You've never been to
17331518,Let this be about Kenji. Please. (Since I don't th
17788401,"2 stars!First, I really have to thank my good frie"
38052,Goins at his best.
256279,Fawlty Towers meets Jane Eyre. In slow motion.
222512,Moon's The Deed of Paksennarion has been a blockbu
9530,This is the fascinating true story of deep-sea wre
455727,This is another one I'm not sure where to begin. I
31336,"There is a worthy story here, but there is also a "
64081,The Irresistible Revolutionis a book written from 
248704,In respectful acknowledgment of Vizzini's suicide 
30273,Plot:1) Client walks into Anita's office and asks 
34868170,I’m becoming a bit of a Goldilocks with audiobooks
57460,"Still waters run deepThat line is old wisdom, reco"
1206139,"My Name is Jorge: On Both Sides of the River, by J"
613605,"Teenagers Dwight, Rusty, and Slim are an inseparab"
20821284,I recently read Jacqueline Woodson's Another Brook
4241335,"Taylor is at the top of her game in this novel, th"
352322,"I love the Howliday Inn books. So sad, but a beaut"
3562,Emily of New Moon is right up there withAnne of Gr
204045,There are a couple of really cool scenes in this v
61350389,I quickly got through Counter Identity after readi
2801577,Wahoo! I finished this book in a day! I really lik
168712,Loved the story but there are three reasons I coul
39797,I read the last Wallender - ‘The Troubled Man’ a f
7715664,I REALLY enjoyed this fifth edition of the Demonic
1541884,Here we have the eighth novel in the Women of the 
30753713,"In my opinion, a five-star series with a one-star "
3170224,"This book goes onto my ""Important"" Bookshelf, whic"
13615701,"4.5 actually.First, let me thank both Edelweiss an"
3764,WHAT IS THIS?!Can something be amazingandbatshit?I
2567987,“Hey I like me so kink but if you think I’m going 
42318,The early Astrid Lindgren books are hysterically f
53799686,Don’t miss tv series adaptation of Anxious People 
2863377,"Jordan Krall's debut novella, PIECEMEAL JUNE, is a"
143226,"I thought I had read Williams'All Hallows' Eve, bu"
23153154,2 *I remember EVERYTHING * star*Major spoiler warn
107301,Debatedly Shute's most famous work. And what can I
40448,"6.0 stars. IMHO, second only to Market Forces as M"
85990,"Overall, the book was well written and appropriate"
12967,There are certainly worse works of fiction in exis
6319,Do you know what the BFG stood for before his publ
18254,Oliver Twist THE BOOK is crap and has NO songs in 
12661,This has to be one of the best books I have ever r
3159674,روايات أحلام 316رجل الثلج، لوسي جوردنMarco Calvani
24093,It's ironic that feminist writer Tamora Pierce's o
12842134,"I melted intoJust One Year.In January, I was impre"
213347,"On its surface, The Living is the story of the set"
60393672,5 starsLet me start by saying this: there’s going 
32148570,But the love of sisters needs no words. It does no
28954189,"""Good afternoon, good people. Your lives are about"
26004546,"From the cover of this book, I can see the attract"
1604505,Before people get upset with me for saying this is
8130423,"(A-) 83%| Very GoodNotes:A knotted navigation, not"
13536860,*Sigh* So bummed the series is over. Ana and Chris
22893,Another amazing book by Alice Hoffman. Fantastic c
17029526,3 ☆s I've got a Major Rush Crush!!~“No. One. Comes
41335,"Fury, the mental monster hiding among the Remillar"
10451437,"I wore out the VHS of this growing up, so it was t"
14461,If you hate special snowflakes who are always so g
608906,you need to read all the other warriors books to u
5617966,There will be—or already has been!—a last time in 
2973578,"4 stars--I really liked it, but this isn't quality"
6202515,This hardcover edition is limited to 70 copies.
348573,Book 30/100 of 2015
4467790,"2 a.m. When you are young, this is the time that b"
100924,It is difficult to write a review about “Perelandr
6668868,"3.5 Lovin' Liam Stars""A girl walks into a bar...No"
52635,"This is Frank.Frank is not having a good time. No,"
32289,A fascinating and entertaining read about an ideal
6917952,I absolutly loved the book before this book. The o
825554,Every year when I visit Maine I like to read somet
380563,I'm completely embarrassed to say that I've read t
4703450,"The Dragon Keeper (Rain Wild Chronicles #1), Robin"
8909152,This romance contemporary was creepy. Not cute. It
27037,I never dreamed that one day I would finished read
30868,"I quite liked this, though it's obvious that this "
5352,Enjoyable audio! I love a legal / crime/ mystery t
182587,All times are one time and the past is frozen into
3618548,I often hear people speak about 9/11 as if it was 
30558257,"An enjoyable, quick read that gives this series a "
1035282,Dear Mr.SivanandanRegretfully I have to state that
12891107,My complete review is published atGrimdark Magazin
33453,"First of all, I would normally never even think to"
93263,What a great Halloween story! Makes me crave deep 
13188676,"SpoilersI knew it. Ugh, what a ridiculous book. I "
60371805,"Glitz, Glamor, and Gangsters!Shrines of Gaietyis a"
570149,"I've read a bunch of his poems for a class, not sp"
64316,John Christopher’s influential and fun as a zombie
643301,I have to say I loved both the books. Robert Langd
6708,There is no nice way to say this. I hated this boo
297593,Zeus is such a tyrant; he just wanted to keep all 
10335318,"“When [President James] Garfield walked in, [Charl"
4929705,"**Contains Spoilers**I read the summary, I was int"
18254,Iloooooooovedthis book. Another Dickens...another 
826585,My kids absolutely love theIf You Give aseries byL
53715566,As someone who is a big fan of oral histories of p
15992880,Echo (Species Intervention # 6609 Book Two) by J K
11733930,FantasticThis is the ultimate in the series. Canno
4144885,"In containers, conservatories and the open garden."
13932,After slogging through a large chunk ofThe Noonday
176797,I wouldn’t recommend this book.Update: The author 
8683812,I've never been a fan of fictionalized works of au
89130,While the juggling of characters and subplots can 
68041,A Wizard of Earthsea - 4/5The Tombs of Atuan - 4/5
170619,Almost as bad as the other Higgins Clark I read. C
15676,Picture me beating my head against a wall...or a t
55987278,this book is pure magic! it's a beautiful story th
14290364,GIVE IT TO ME NOW BEFORE I JUMP OFF A CLIFF FROM M
2872,Falling Angelsby Tracy Chevalier was a book set in
235068,Y'all.If you're a woman and have ever written anyt
55476672,Wow! This is such an entertaining read packed full
22609257,This is the second book of a trilogy. A new reader
141805,Habitating ones way to sci fi fame and immortality
66657,Like Grimm's on a hit of acid. Or Lemony Snicket i
29056083,"Update:+1 star forScorpius Malfoy, the precious an"
826562,"Lord of the Silver Bow (Troy #1), David GemmellWit"
450669,"Fascinating, but having a hard time finishing.OK, "
385706,These books are supposed to be aimed at grades 4-6
92780,UpdateI've just watched the film. It's evenbettert
49631287,"Dear Readers,It took me seven years, hundreds of r"
91261,"I went looking for this book after readingPower, S"
7134202,Only good thing about this book that it was free. 
6707543,The actual publication of this book I've read is t
25105,This is is the volume that seems to signal a real 
26077971,I AM NOT OKAY!This book has wrecked me and destroy
125956,I was reluctant throughout this tale due to Mr. De
17934530,”...but whether it decays under the earth or above
17571466,Actual rating: 2.5.If there's one thing I've learn
17800,I can't really justify my love of Murakami. As far
547448,"I found this second book of ""The Orphan's Tales"" l"
40651883,Juvenile nerd power fantasy in a nutshellI'm a big
709609,This is the sequel to Hogan’sInherit the Starsand 
763508,"Originally written for BBC radio, the rise and fal"
17863,Many people recommended this highly to me. I found
60707,Tom Birkin is hired to reveal and restore a Mediev
27363,"I have enjoyed all of William Martin's books, beca"
428862,Interesting idea. This book is where I developed m
2149535,I wouldn't say this continued the downhill drive o
64217,"Clever, funny and amusing. Very familiar and yet f"
528710,As an unashamed FOJ (friend of Jane) and a diehard
43035,"White Fang, Jack London’s 1906 companion (and them"
32191737,“People tend to think of military science as strat
5348,"The Testament, John GrishamThe Testament is an adv"
16040700,Lyrical and magical. Olafsson captures the mood an
10118172,"How, oh how did this get published? Actually, I kn"
241823,Every feminist/spiritual/literature/writing relate
56161317,"I never cry while reading books, but this one almo"
176796,Can I have a little less rape in my novels? The so
1276938,Dreamers of the Dayis a historical novel set mostl
11947156,I have been wanting to read this book/series for a
603260,If we are going to talk about earth-bound immortal
28815474,3.5 starsA swanky rich couple have a six month old
80369,"This book begins with a bang – in fact, a series o"
27431418,"As an author myself, it takes a really great book "
2281814,At once a reasonably good book and somewhat disapp
37526,"A young dynamic king, in his late twenties very am"
52831200,Greetings students. Welcome toWriting 101: How to 
77956,"What a waste it is to lose one's mind, or not to h"
17563080,"First of all, before I begin my review, let me jus"
61718053,I mean... if we are all going to read it....3.5 St
6186357,This book was recommended for fans of the Hunger G
46223297,"Edward Snowden has no new bombshells in this book,"
10163292,Must remember to not go by goodreads ratings alone
583883,I should've read this long ago. I have always been
6424184,"As I said with my review of ""Thirst No. 1"", I am h"
99702,"This book is technically fairly well executed, but"
25788203,'Before' is a companion novel to the 'After' serie
24244,"A first class thriller, combining the best of both"
101086,The key to being a successful historical fiction a
918895,I really enjoyed reading ‘The Redemption of Sarah 
4848158,The novel follows Lily Piper from her childhood on
173526,I was first introduced toBrennan Manningwhen I rea
226475,"""This, I realized, is how a man becomes what he is"
804860,"The puzzle palace is getting a little old, but it "
41684,My new favourite.Incredible. 10/10Timeless.So much
438538,Welcome to the last legal duel in France!Once upon
7023554,Worse than the last book. Don't waste your time. N
76778,RIDDLE ME A MARTIAN RIDDLE۞A Riddle: What walks on
7907803,"As a giant Steve Martin fan, and one who loved his"
822,3.25 stars?I found this second volume of the trilo
153779,I enjoyed this a whole hell of a lot more than I d
13623012,This book is a perfect example of what is wrong wi
3298112,"Death and taxes are said to be inevitable, and ine"
313277,Ted Hughes has an uncomfortable place in the room 
129617,Rate: Infinity and beyond ∞There is no review I co
176797,"Feb 2018 - bought the Kindle edition, since the pb"
1232,I read the opening few pages and instantly knew 3 
8063060,John Shelby Spong is forever the brave voice in Ch
1998105,Every professing Christian ought to read this book
2314809,This is the worst book I've read in a long time. T
313267,Another winner! I really enjoyed Nicolae and Desti
41994,"Ugh! Ugh, ugh, UGH!!I cannot begin to review this "
1881621,Am I too old to enjoy this series? Probably. Do I 
97961,"There are five books out in this series, though ea"
4371507,The idea of reading history is to hopefully learn 
1523438,Animal is an unforgettable narrator. Foul-mouthed 
2082345,I must admit this book sat on my shelves for a tim
600349,Posted at HeradasSomething clicked in my head when
24618,Stoic philosophy is concerned with preserving our 
1814793,For anyone else who likes Gothic ghost stories - e
20512062,I was given this book in exchange for an honest re
28413,Life in an 1860s Paris megastore. As capitalism st
54906250,I loveeddd this book so much!! One of my first sci
42953,Excellent story from the birth of Alaska to near p
4748437,I really liked this because it was a clean romance
6775623,keep forgetting to mark things off when i actually
13580951,I'm going to miss this series so much.
447996,Good to read but a bit long to read. Shows a diffe
11693,"Beyaz Kale = The White Castle, Orhan PamukThe stor"
12220,It is the steamy summer in New Orleans in the late
35887567,ANGIE THOMAS!!!I amso in lovewith your words.This 
67513,I was supposed to BR this in fall but got sidetrac
148155,This is a book about grace. It focuses on Franz Wr
343881,Tim Winton is a most spiritual writer. It's shamef
23878,Truth in the title: the title tells us exactly the
61341955,Arabella Duval Yarrington is only a teenager when 
112077,Attention: Please ignore the word romance in the g
25179,Every year I teach this book in my YA course it co
9595,"SECOND READING, 2022: Nothing much to add. Kurt's "
93269,Rating: 4* of fiveA six-episode limited series is 
127810,"During a particularly bitter winter, with food sup"
63129548,Interesting storylineThe author never cease to ama
61357133,"Summary: A touching, funny, and poignant memoir.Li"
50892212,I'm dreaming of a good fantasy...Just like the one
60935,Picked this book up for a dime on a bookshelf full
12701339,I'm not giving this one a rating as I only made it
22979113,Awesome book. I am actually a sucker for horror an
18809475,"Wholly schmolly, that was HOT, HOT, HOT! Definitel"
79109,Snow in Augustby Pete Hamill has been in my librar
268604,This book had so much Roarke that my swoon-meter a
160149,I am largely underwhelmed by this “master of horro
30331,Ok...I can’t rate this bc reading it again I see s
830526,This reads like the script of a talking-heads adap
53205888,Under the Whispering Doorseems to have everything 
11479285,I'll admit that I originally picked up this novel 
22232,I read this in middle school as required reading a
160251,SPOILER ALERT TO A DEGREEI’ve just put down this b
18338465,"5 MILLION Tesoro StarsGrabbing her hand, he presse"
6858,"This is a very funny cozy mystery, and this is the"
592191,"'Birdy' was author William Wharton's first novel, "
29898,Not an easy book to read. Both brutal and beautifu
2900249,"The plot seems a bit convoluted, but I believe thi"
18343754,Let me make one thing clear upfront: this is actua
7014891,This book parallels my own Grandpa's story so much
90360,Frank Delaney has taken the legends of Ireland and
31408159,A very human novel. The authors' greatest trick is
966197,Just entirely delightful.
1232140,Nearly five stars. I know it's not literature but 
98856,A collection of realistic and humorous situations 
6448470,"His black T-shirt is a second skin, plastered to h"
16054217,What a huge let down this book was. I'm talking EP
3429253,I was first introduced to Thrity Umrigar through h
838130,"Jilly Cooper fits like a glove into the ""guilty pl"
26252859,NOOOOOO OMG!!! That final chapter killed me and br
22929563,This is a tale that unfolds with the ticking preci
41379,What an account! I am very thankful to say this is
4808763,JUST GOOGLE IT AND READ IT!!!A very quick 15 minut
25486998,"✨ AVAILABLE NOW ✨""If only there was a way to trans"
58173,"This is a man's story, his real life so how could "
2441234,"I discovered Nancy Kress when her recent book,Foun"
6423,"I think my last status update says it all:""These b"
17234658,2.5*This is an interesting one to review. This is 
47956,"2.5 ""trashy, campy, cheesy, sordid"" little stars !"
91437,I really enjoyed this book from the Erdrich Medici
2012,"Original.Whipping Star by Frank Herbert, first pub"
1201724,OK. So. This book definitely had potential and as 
13642710,< ErROr: Experiencing cognitive dissonance >Nexusi
50548197,My favorite part about this book was the relations
13487029,what i love about Demon Trappers:Beck. Beck. Beck.
10890,I'm having a hard time identifying why I didn't re
177187,"While reading this book, I had a business trip to "
197375895,"This is the first book in Meg’s new series, and it"
42634581,I’d never heard of author Wendell Berry until rece
6000810,A fun read for anyone from Erlanger or who attende
12661,What is Michener's best book? Now that's a tough q
446513,"This is a beautifully-written historical novel, to"
39939417,Being subjected to mental and emotional pain could
2983654,Serial killer Gretchen Lowell is back in Chelsea C
13830,I opened this book sailing along on a certain ship
797334,"Honestly, this one started out pretty slow and I w"
23613,"One of the classic Arthurian texts, and it has had"
18071296,"Boy, this was all kinds of different from what I e"
27111181,A fine ‘what if’ taleAuthor/photographer Gabriel F
8779896,This early Edwardian (1902) ghost story opens prom
10790290,Two words.MIND.BLOWING.“Riyria.It's elvish for two
60142750,2.0 stars — I have heard a lot of talk about “All 
175828,So it took me some time to start on the Cork O'Con
9671126,God i love Phoenix!!!!! Like hell!Violet belongs w
968827,1977 Hugo winner for best novel.We've got some ser
6338369,Welsh is back. It's time for me to blather aboot t
7035,Reading these books is more like visiting with fri
17961,"FabulousFor the last year or so, I've been working"
5597641,***2018 UPDATE*** Dreamspinner now publishes this 
1627267,Audrey has just dumped her sort a loser boyfriend 
39286958,This book should've been a long blog post. At its 
101265124,"I just finished The Polymorph by Max Nowaz, It's g"
3825,I have just had a lot of fun reading all the revie
23746004,Black Eyed Susans is yet another novel blurbed to 
456057,If there were ever the opportunity to recreate ori
678245,"This little arc is pretty intriguing, and Reckless"
718452,"As Iran and America ramp up nuclear war, it is tim"
16451,"Set in Minneapolis and around places I know well, "
17377032,1 starUhh... Wtf was this bs?The beginning to midd
69711,Holding RetributionAfrican slavery has produced an
6901097,"This is a gripping, well-paced and clearly written"
60657747,A Gracious Enemy & After the War Volume One by Mic
275844,2.5 starsAn 18-year-old boy with big plans for his
11300302,"As you can see this is another DNF review, because"
126151,This is a stark autobiography of a young boy growi
1743390,"not to brag or anything, but i distinctly remember"
60353768,"This doesn’t compare to Hamnet and, for various re"
765949,"""But wait. I'm losing control of the story.""Gosh, "
2866413,"For a finale, this book was rather underwhelming. "
206855,2.5 StarsThroughout the years I’ve stumbled across
21535271,I have a Booktube channel now! Subscribe here:http
18333130,"I stayed up late last night reading it, and even w"
1096390,"One evening, while walking, The Queen encounters a"
2299856,God knows why I even thought I would like this boo
38726615,"As the author, I feel like I'm obligated to give i"
3064985,Unreadably bad.If I found a fairy horse in my bath
22575,“Too many Christians have all the doctrine but liv
5139218,Rating is a 4.5ONCE I read a book about a boy name
796173,Listened to this on YouTube today after someone in
115476,"Nostromoby Joseph Conrad is a true classic, one of"
93134,"Emily St. Aubert has it all, loving parents a nice"
2517,This is a fantastic book by Nobel Prize winner Orh
248533,You want to read a GREAT teen vampire story? Forge
47632,"Obligatory terse review, as things are still hecti"
12220,BLAAAAANCHE!Pregnant Stella DuBois and common Stan
5231173,One of the great things about Goodreads is that I 
9578590,"Oh my God, I didn't see this coming! Engrossing, h"
5207766,An interesting exploration of feminism and Christi
527790,"I think my last status update says it all:""These b"
16951,I read this when it was first published back in 19
87665,It is with extreme reluctance that I condemn this 
15283043,Actual rating: 4.5That's it. Kasie West is now one
123773,"A coming-of-age memoir of a young man in Guinea, f"
667,After spending the entire book fetishizing rugged 
22242097,"In the humble guise of a basic kidnapping drama, H"
38486,Judy Blume describes this work of historical ficti
13837,Possibly my favourite of the Song of the Lioness s
60531416,“She was so tired. Overwhelmed. There was somethin
55878999,Splendid storytelling.The Sunbearer Trialsdazzles 
51933429,Hell yeah! My choice as best thriller won big agai
